Genotype	Deletions	Plant	LeafLength	Nod	PinkNod	GreenNod
Gm20.2	4gene	1	NA	0.408	0	0
Gm20.2	4gene	1	NA	0.621	0	0
Gm20.2	4gene	1	NA	0.359	0	0
Gm20.2	4gene	1	NA	0.448	0	0
Gm20.2	4gene	1	NA	0.48	0	0
Gm20.2	4gene	1	NA	0.698	0	0
Gm20.2	4gene	1	NA	0.208	0	0
Gm20.2	4gene	1	NA	0.174	0	0
Gm20.2	4gene	1	NA	0.175	0	0
Gm20.2	4gene	1	NA	0.417	0	0
Gm20.2	4gene	1	NA	0.438	0	0
Gm20.2	4gene	1	NA	0.36	0	0
Gm20.2	4gene	1	NA	0.359	0	0
Gm20.2	4gene	1	NA	0.275	0	0
Gm20.2	4gene	1	NA	0.246	0	0
Gm20.2	4gene	1	NA	0.3	0	0
Gm20.2	4gene	1	NA	0.167	0	0
Gm20.2	4gene	1	NA	0.441	0	0
Gm20.2	4gene	1	NA	0.483	0	0
Gm20.2	4gene	1	NA	0.223	0	0
Gm20.2	4gene	1	NA	0.219	0	0
Gm20.2	4gene	1	NA	0.447	0	0
Gm20.2	4gene	1	NA	0.346	0	0
Gm20.2	4gene	1	NA	0.15	0	0
Gm20.2	4gene	1	NA	0.226	0	0
Gm20.2	4gene	1	NA	0.673	0	0
Gm20.2	4gene	1	NA	0.163	0	0
Gm20.2	4gene	1	NA	0.468	0	0
Gm20.2	4gene	1	NA	0.425	0	0
Gm20.2	4gene	1	NA	0.51	0	0
Gm20.2	4gene	1	NA	0.248	0	0
Gm20.2	4gene	1	NA	0.324	0	0
Gm20.2	4gene	2	8.141	0.456	0	0
Gm20.2	4gene	2	20.895	0.136	0	0
Gm20.2	4gene	2	30.886	0.502	0	0
Gm20.2	4gene	2	22.533	0.45	0	0
Gm20.2	4gene	2	NA	0.141	0	0
Gm20.2	4gene	2	NA	0.154	0	0
Gm20.2	4gene	2	NA	0.14	0	0
Gm20.2	4gene	2	NA	0.458	0	0
Gm20.2	4gene	2	NA	0.486	0	0
Gm20.2	4gene	2	NA	0.21	0	0
Gm20.2	4gene	2	NA	0.17	0	0
Gm20.2	4gene	2	NA	0.162	0	0
Gm20.2	4gene	2	NA	0.56	0	0
Gm20.2	4gene	2	NA	0.31	0	0
Gm20.2	4gene	2	NA	0.314	0	0
Gm20.2	4gene	2	NA	0.461	0	0
Gm20.2	4gene	2	NA	0.341	0	0
Gm20.2	4gene	2	NA	0.33	0	0
Gm20.2	4gene	2	NA	0.235	0	0
Gm20.2	4gene	2	NA	0.427	0	0
Gm20.2	4gene	2	NA	0.409	0	0
Gm20.2	4gene	2	NA	0.427	0	0
Gm20.2	4gene	2	NA	0.233	0	0
Gm20.2	4gene	2	NA	0.109	0	0
Gm20.2	4gene	2	NA	0.436	0	0
Gm20.2	4gene	2	NA	0.617	0	0
Gm20.2	4gene	2	NA	0.47	0	0
Gm20.2	4gene	2	NA	0.461	0	0
Gm20.2	4gene	2	NA	0.195	0	0
Gm20.2	4gene	2	NA	0.443	0	0
Gm20.2	4gene	2	NA	0.39	0	0
Gm20.2	4gene	2	NA	0.137	0	0
Gm20.2	4gene	2	NA	0.244	0	0
Gm20.2	4gene	2	NA	0.258	0	0
Gm20.2	4gene	3	11.553	0.137	0	0
Gm20.2	4gene	3	13.071	0.515	0	0
Gm20.2	4gene	3	NA	0.404	0	0
Gm20.2	4gene	3	NA	0.464	0	0
Gm20.2	4gene	3	NA	0.71	0	0
Gm20.2	4gene	3	NA	0.279	0	0
Gm20.2	4gene	3	NA	0.326	0	0
Gm20.2	4gene	3	NA	0.361	0	0
Gm20.2	4gene	3	NA	0.653	0	0
Gm20.2	4gene	3	NA	0.176	0	0
Gm20.2	4gene	3	NA	0.303	0	0
Gm20.2	4gene	3	NA	0.079	0	0
Gm20.2	4gene	3	NA	0.662	0	0
Gm20.2	4gene	3	NA	0.226	0	0
Gm20.2	4gene	3	NA	0.261	0	0
Gm20.2	4gene	4	13.098	0.344	0	0
Gm20.2	4gene	4	7.064	0.252	0	0
Gm20.2	4gene	4	20.65	0.307	0	0
Gm20.2	4gene	4	31.851	0.234	0	0
Gm20.2	4gene	4	NA	0.286	0	0
Gm20.2	4gene	4	NA	0.405	0	0
Gm20.2	4gene	4	NA	0.708	0	0
Gm20.2	4gene	4	NA	0.241	0	0
Gm20.2	4gene	4	NA	0.23	0	0
Gm20.2	4gene	4	NA	0.327	0	0
Gm20.2	4gene	4	NA	0.444	0	0
Gm20.2	4gene	4	NA	0.346	0	0
Gm20.2	4gene	4	NA	0.226	0	0
Gm20.2	4gene	4	NA	0.457	0	0
Gm20.2	4gene	4	NA	0.243	0	0
Gm20.2	4gene	4	NA	0.381	0	0
Gm20.2	4gene	4	NA	0.197	0	0
Gm20.2	4gene	4	NA	0.286	0	0
Gm20.2	4gene	4	NA	0.213	0	0
Gm20.2	4gene	4	NA	0.612	0	0
Gm20.2	4gene	4	NA	0.158	0	0
Gm20.2	4gene	4	NA	0.327	0	0
Gm20.2	4gene	4	NA	0.619	0	0
Gm20.2	4gene	4	NA	0.332	0	0
Gm20.2	4gene	4	NA	0.461	0	0
Gm20.2	4gene	4	NA	0.618	0	0
Gm20.2	4gene	4	NA	0.192	0	0
Gm20.2	4gene	4	NA	0.383	0	0
Gm20.2	4gene	4	NA	0.347	0	0
Gm20.2	4gene	4	NA	0.159	0	0
Gm20.2	4gene	4	NA	0.545	0	0
Gm20.2	4gene	4	NA	0.341	0	0
Gm20.2	4gene	4	NA	0.282	0	0
Gm20.2	4gene	4	NA	0.41	0	0
Gm20.2	4gene	4	NA	0.208	0	0
Gm20.2	4gene	4	NA	0.341	0	0
Gm20.2	4gene	4	NA	0.349	0	0
Gm20.2	4gene	4	NA	0.565	0	0
Gm20.2	4gene	4	NA	0.455	0	0
Gm20.2	4gene	4	NA	0.314	0	0
Gm20.2	4gene	4	NA	0.195	0	0
Gm20.2	4gene	4	NA	0.2	0	0
Gm20.2	4gene	4	NA	0.359	0	0
Gm20.2	4gene	4	NA	0.343	0	0
Gm20.2	4gene	4	NA	0.474	0	0
Gm20.2	4gene	4	NA	0.209	0	0
Gm20.2	4gene	4	NA	0.342	0	0
Gm20.2	4gene	4	NA	0.107	0	0
Gm20.2	4gene	4	NA	0.019	0	0
Gm20.2	4gene	4	NA	0.277	0	0
Gm20.2	4gene	11	21.09	0.298	0	0
Gm20.2	4gene	11	29.31	0.416	0	0
Gm20.2	4gene	11	21.393	0.358	0	0
Gm20.2	4gene	11	10.972	0.236	0	0
Gm20.2	4gene	11	NA	0.293	0	0
Gm20.2	4gene	11	NA	0.248	0	0
Gm20.2	4gene	11	NA	0.376	0	0
Gm20.2	4gene	11	NA	0.136	0	0
Gm20.2	4gene	11	NA	0.309	0	0
Gm20.2	4gene	11	NA	0.546	0	0
Gm20.2	4gene	11	NA	0.579	0	0
Gm20.2	4gene	11	NA	0.327	0	0
Gm20.2	4gene	11	NA	0.094	0	0
Gm20.2	4gene	11	NA	0.175	0	0
Gm20.2	4gene	11	NA	0.14	0	0
Gm20.2	4gene	11	NA	0.235	0	0
Gm20.2	4gene	11	NA	0.145	0	0
Gm20.2	4gene	11	NA	0.181	0	0
Gm20.2	4gene	11	NA	0.098	0	0
Gm20.2	4gene	11	NA	0.115	0	0
Gm20.2	4gene	11	NA	0.164	0	0
Gm20.2	4gene	11	NA	0.087	0	0
Gm20.2	4gene	11	NA	0.09	0	0
Gm20.2	4gene	11	NA	0.098	0	0
Gm20.2	4gene	11	NA	0.186	0	0
Gm20.2	4gene	11	NA	0.103	0	0
Gm20.2	4gene	11	NA	0.114	0	0
Gm20.2	4gene	11	NA	0.089	0	0
Gm20.2	4gene	11	NA	0.11	0	0
Gm20.2	4gene	11	NA	0.3	0	0
Gm20.2	4gene	11	NA	0.383	0	0
Gm20.2	4gene	11	NA	0.274	0	0
Gm20.2	4gene	11	NA	0.172	0	0
Gm20.2	4gene	11	NA	0.113	0	0
Gm20.2	4gene	11	NA	0.056	0	0
Gm20.2	4gene	11	NA	0.249	0	0
Gm20.2	4gene	11	NA	0.062	0	0
Gm20.2	4gene	11	NA	0.18	0	0
Gm20.2	4gene	11	NA	0.155	0	0
Gm20.2	4gene	11	NA	0.154	0	0
Gm20.2	4gene	11	NA	0.137	0	0
Gm20.2	4gene	11	NA	0.094	0	0
Gm20.2	4gene	11	NA	0.138	0	0
Gm20.2	4gene	11	NA	0.194	0	0
Gm20.2	4gene	11	NA	0.125	0	0
Gm20.2	4gene	11	NA	0.189	0	0
Gm20.2	4gene	11	NA	0.256	0	0
Gm20.2	4gene	11	NA	0.307	0	0
Gm20.2	4gene	11	NA	0.182	0	0
Gm20.2	4gene	11	NA	0.564	0	0
Gm20.2	4gene	11	NA	0.123	0	0
Gm20.2	4gene	11	NA	0.248	0	0
Gm20.2	4gene	11	NA	0.077	0	0
Gm20.2	4gene	11	NA	0.153	0	0
Gm20.2	4gene	11	NA	0.263	0	0
Gm20.2	4gene	11	NA	0.113	0	0
Gm20.2	4gene	11	NA	0.265	0	0
Gm20.2	4gene	11	NA	0.344	0	0
Gm20.2	4gene	11	NA	0.333	0	0
Gm20.2	4gene	11	NA	0.328	0	0
Gm20.2	4gene	11	NA	0.268	0	0
Gm20.2	4gene	11	NA	0.197	0	0
Gm20.2	4gene	11	NA	0.195	0	0
Gm20.2	4gene	11	NA	0.329	0	0
Gm20.2	4gene	12	14.649	0.26	0	0
Gm20.2	4gene	12	12.043	0.176	0	0
Gm20.2	4gene	12	NA	0.155	0	0
Gm20.2	4gene	12	NA	0.124	0	0
Gm20.2	4gene	12	NA	0.446	0	0
Gm20.2	4gene	12	NA	0.347	0	0
Gm20.2	4gene	12	NA	0.429	0	0
Gm20.2	4gene	12	NA	0.422	0	0
Gm20.2	4gene	12	NA	0.276	0	0
Gm20.2	4gene	12	NA	0.358	0	0
Gm20.2	4gene	12	NA	0.345	0	0
Gm20.2	4gene	12	NA	0.265	0	0
Gm20.2	4gene	12	NA	0.352	0	0
Gm20.2	4gene	12	NA	0.244	0	0
Gm20.2	4gene	12	NA	0.165	0	0
Gm20.2	4gene	12	NA	0.385	0	0
Gm20.2	4gene	12	NA	0.437	0	0
Gm20.2	4gene	12	NA	0.33	0	0
Gm20.2	4gene	12	NA	0.133	0	0
Gm20.2	4gene	12	NA	0.35	0	0
Gm20.2	4gene	12	NA	0.349	0	0
Gm20.2	4gene	12	NA	0.34	0	0
Gm20.2	4gene	12	NA	0.332	0	0
Gm20.2	4gene	12	NA	0.311	0	0
Gm20.2	4gene	12	NA	0.295	0	0
Gm20.2	4gene	12	NA	0.221	0	0
Gm20.2	4gene	12	NA	0.336	0	0
Gm20.2	4gene	12	NA	0.397	0	0
Gm20.2	4gene	12	NA	0.234	0	0
Gm20.2	4gene	12	NA	0.324	0	0
Gm20.2	4gene	12	NA	0.363	0	0
Gm20.2	4gene	12	NA	0.485	0	0
Gm20.2	4gene	12	NA	0.203	0	0
Gm20.2	4gene	12	NA	0.283	0	0
Gm20.2	4gene	13	27.738	0.799	0	0
Gm20.2	4gene	13	19.964	0.576	0	0
Gm20.2	4gene	13	26.084	0.751	0	0
Gm20.2	4gene	13	NA	0.287	0	0
Gm20.2	4gene	13	NA	0.278	0	0
Gm20.2	4gene	13	NA	0.301	0	0
Gm20.2	4gene	13	NA	0.142	0	0
Gm20.2	4gene	13	NA	0.228	0	0
Gm20.2	4gene	13	NA	0.152	0	0
Gm20.2	4gene	13	NA	0.191	0	0
Gm20.2	4gene	13	NA	0.426	0	0
Gm20.2	4gene	13	NA	0.395	0	0
Gm20.2	4gene	13	NA	0.297	0	0
Gm20.2	4gene	13	NA	0.503	0	0
Gm20.2	4gene	13	NA	0.288	0	0
Gm20.2	4gene	13	NA	0.33	0	0
Gm20.2	4gene	13	NA	0.22	0	0
Gm20.2	4gene	13	NA	0.175	0	0
Gm20.2	4gene	13	NA	0.262	0	0
Gm20.2	4gene	13	NA	0.217	0	0
Gm20.2	4gene	13	NA	0.306	0	0
Gm20.2	4gene	13	NA	0.321	0	0
Gm20.2	4gene	13	NA	0.293	0	0
Gm20.2	4gene	13	NA	0.224	0	0
Gm20.2	4gene	13	NA	0.359	0	0
Gm20.2	4gene	13	NA	0.239	0	0
Gm20.2	4gene	13	NA	0.285	0	0
Gm20.2	4gene	13	NA	0.176	0	0
Gm20.2	4gene	13	NA	0.162	0	0
Gm20.2	4gene	13	NA	0.251	0	0
Gm20.2	4gene	13	NA	0.361	0	0
Gm20.2	4gene	13	NA	0.177	0	0
Gm20.2	4gene	13	NA	0.131	0	0
Gm20.2	4gene	13	NA	0.161	0	0
Gm20.2	4gene	13	NA	0.329	0	0
Gm20.2	4gene	13	NA	0.191	0	0
Gm20.2	4gene	13	NA	0.152	0	0
Gm20.2	4gene	13	NA	0.297	0	0
Gm20.2	4gene	13	NA	0.111	0	0
Gm20.2	4gene	13	NA	0.316	0	0
Gm20.2	4gene	13	NA	0.204	0	0
Gm20.2	4gene	13	NA	0.359	0	0
Gm20.2	4gene	13	NA	0.465	0	0
Gm20.2	4gene	13	NA	0.237	0	0
Gm20.2	4gene	13	NA	0.206	0	0
Gm20.2	4gene	13	NA	0.31	0	0
Gm20.2	4gene	13	NA	0.386	0	0
Gm20.2	4gene	13	NA	0.414	0	0
Gm20.2	4gene	13	NA	0.32	0	0
Gm20.2	4gene	13	NA	0.098	0	0
Gm20.2	4gene	14	13.546	0.303	0	0
Gm20.2	4gene	14	21.388	0.575	0	0
Gm20.2	4gene	14	NA	0.312	0	0
Gm20.2	4gene	14	NA	0.349	0	0
Gm20.2	4gene	14	NA	0.39	0	0
Gm20.2	4gene	14	NA	0.365	0	0
Gm20.2	4gene	14	NA	0.279	0	0
Gm20.2	4gene	14	NA	0.233	0	0
Gm20.2	4gene	14	NA	0.22	0	0
Gm20.2	4gene	14	NA	0.147	0	0
Gm20.2	4gene	14	NA	0.21	0	0
Gm20.2	4gene	14	NA	0.662	0	0
Gm20.2	4gene	14	NA	0.135	0	0
Gm20.2	4gene	14	NA	0.298	0	0
Gm20.2	4gene	14	NA	0.189	0	0
Gm20.2	4gene	14	NA	0.186	0	0
Gm20.2	4gene	14	NA	0.166	0	0
Gm20.2	4gene	14	NA	0.204	0	0
Gm20.2	4gene	14	NA	0.296	0	0
Gm20.2	4gene	14	NA	0.439	0	0
Gm20.2	4gene	14	NA	0.208	0	0
Gm20.2	4gene	14	NA	0.123	0	0
Gm20.2	4gene	14	NA	0.29	0	0
Gm20.2	4gene	14	NA	0.439	0	0
Gm20.2	4gene	14	NA	0.3	0	0
Gm20.2	4gene	14	NA	0.417	0	0
Gm20.2	4gene	14	NA	0.345	0	0
Gm20.2	4gene	14	NA	0.213	0	0
Gm20.2	4gene	14	NA	0.133	0	0
Gm20.2	4gene	14	NA	0.203	0	0
Gm20.2	4gene	14	NA	0.14	0	0
Gm20.2	4gene	14	NA	0.207	0	0
Gm20.2	4gene	14	NA	0.276	0	0
Gm20.2	4gene	14	NA	0.297	0	0
Gm20.2	4gene	14	NA	0.133	0	0
Gm20.2	4gene	15	3.679	0.423	0	0
Gm20.2	4gene	15	11.835	0.245	0	0
Gm20.2	4gene	15	14.703	0.718	0	0
Gm20.2	4gene	15	NA	0.552	0	0
Gm20.2	4gene	15	NA	0.696	0	0
Gm20.2	4gene	15	NA	0.307	0	0
Gm20.2	4gene	15	NA	0.518	0	0
Gm20.2	4gene	15	NA	0.176	0	0
Gm20.2	4gene	15	NA	0.068	0	0
Gm20.2	4gene	15	NA	0.219	0	0
Gm20.2	4gene	15	NA	0.672	0	0
Gm20.2	4gene	15	NA	0.11	0	0
Gm20.2	4gene	16	7.906	0.497	0	0
Gm20.2	4gene	16	14.358	0.264	0	0
Gm20.2	4gene	16	23.555	0.28	0	0
Gm20.2	4gene	16	NA	0.132	0	0
Gm20.2	4gene	16	NA	0.142	0	0
Gm20.2	4gene	16	NA	0.208	0	0
Gm20.2	4gene	16	NA	0.344	0	0
Gm20.2	4gene	16	NA	0.399	0	0
Gm20.2	4gene	16	NA	0.319	0	0
Gm20.2	4gene	16	NA	0.277	0	0
Gm20.2	4gene	16	NA	0.151	0	0
Gm20.2	4gene	16	NA	0.294	0	0
Gm20.2	4gene	16	NA	0.2	0	0
Gm20.2	4gene	16	NA	0.318	0	0
Gm20.2	4gene	16	NA	0.122	0	0
Gm20.2	4gene	16	NA	0.09	0	0
Gm20.2	4gene	16	NA	0.264	0	0
Gm20.2	4gene	16	NA	0.473	0	0
Gm20.2	4gene	16	NA	0.162	0	0
Gm20.2	4gene	16	NA	0.069	0	0
Gm20.2	4gene	16	NA	0.178	0	0
Gm20.2	4gene	16	NA	0.176	0	0
Gm20.2	4gene	16	NA	0.288	0	0
Gm20.2	4gene	16	NA	0.245	0	0
Gm20.2	4gene	16	NA	0.17	0	0
Gm20.2	4gene	16	NA	0.152	0	0
Gm20.2	4gene	16	NA	0.304	0	0
Gm20.2	4gene	16	NA	0.22	0	0
Gm20.2	4gene	16	NA	0.189	0	0
Gm20.2	4gene	16	NA	0.038	0	0
Gm20.2	4gene	16	NA	0.384	0	0
Gm20.2	4gene	16	NA	0.182	0	0
Gm20.2	4gene	16	NA	0.129	0	0
Gm20.2	4gene	16	NA	0.211	0	0
Gm20.2	4gene	16	NA	0.165	0	0
Gm20.2	4gene	16	NA	0.103	0	0
Gm20.2	4gene	16	NA	0.179	0	0
Gm20.2	4gene	16	NA	0.155	0	0
Gm20.2	4gene	17	11.315	0.48	0	0
Gm20.2	4gene	17	26.239	0.159	0	0
Gm20.2	4gene	17	19.174	0.427	0	0
Gm20.2	4gene	17	NA	0.272	0	0
Gm20.2	4gene	17	NA	0.135	0	0
Gm20.2	4gene	17	NA	0.408	0	0
Gm20.2	4gene	17	NA	0.384	0	0
Gm20.2	4gene	17	NA	0.131	0	0
Gm20.2	4gene	17	NA	0.485	0	0
Gm20.2	4gene	17	NA	0.504	0	0
Gm20.2	4gene	17	NA	0.338	0	0
Gm20.2	4gene	17	NA	0.417	0	0
Gm20.2	4gene	17	NA	0.598	0	0
Gm20.2	4gene	17	NA	0.361	0	0
Gm20.2	4gene	17	NA	0.422	0	0
Gm20.2	4gene	17	NA	0.356	0	0
Gm20.2	4gene	17	NA	0.482	0	0
Gm20.2	4gene	17	NA	0.348	0	0
Gm20.2	4gene	17	NA	0.477	0	0
Gm20.2	4gene	17	NA	0.18	0	0
Gm20.2	4gene	17	NA	0.25	0	0
Gm20.2	4gene	17	NA	0.554	0	0
Gm20.2	4gene	18	20.911	0.371	0	0
Gm20.2	4gene	18	25.874	0.275	0	0
Gm20.2	4gene	18	NA	0.264	0	0
Gm20.2	4gene	18	NA	0.468	0	0
Gm20.2	4gene	18	NA	0.301	0	0
Gm20.2	4gene	18	NA	0.38	0	0
Gm20.2	4gene	18	NA	0.478	0	0
Gm20.2	4gene	18	NA	0.28	0	0
Gm20.2	4gene	18	NA	0.282	0	0
Gm20.2	4gene	18	NA	0.298	0	0
Gm20.2	4gene	18	NA	0.39	0	0
Gm20.2	4gene	18	NA	0.262	0	0
Gm20.2	4gene	18	NA	0.489	0	0
Gm20.2	4gene	18	NA	0.372	0	0
Gm20.2	4gene	18	NA	0.465	0	0
Gm20.2	4gene	18	NA	0.228	0	0
Gm20.2	4gene	18	NA	0.343	0	0
Gm20.2	4gene	18	NA	0.151	0	0
Gm20.2	4gene	18	NA	0.353	0	0
Gm20.2	4gene	18	NA	0.201	0	0
Gm20.2	4gene	18	NA	0.145	0	0
Gm20.2	4gene	18	NA	0.192	0	0
Gm20.2	4gene	18	NA	0.442	0	0
Gm20.2	4gene	18	NA	0.524	0	0
Gm20.2	4gene	18	NA	0.499	0	0
Gm20.2	4gene	18	NA	0.46	0	0
Gm20.2	4gene	18	NA	0.449	0	0
Gm20.2	4gene	18	NA	0.348	0	0
Gm20.2	4gene	18	NA	0.261	0	0
Gm20.2	4gene	18	NA	0.376	0	0
Gm20.2	4gene	18	NA	0.176	0	0
Gm20.2	4gene	18	NA	0.192	0	0
Gm20.2	4gene	19	8.763	0.171	0	0
Gm20.2	4gene	19	24.634	0.232	0	0
Gm20.2	4gene	19	27.201	0.12	0	0
Gm20.2	4gene	19	NA	0.347	0	0
Gm20.2	4gene	19	NA	0.266	0	0
Gm20.2	4gene	19	NA	0.222	0	0
Gm20.2	4gene	19	NA	0.257	0	0
Gm20.2	4gene	19	NA	0.367	0	0
Gm20.2	4gene	19	NA	0.142	0	0
Gm20.2	4gene	19	NA	0.235	0	0
Gm20.2	4gene	19	NA	0.181	0	0
Gm20.2	4gene	19	NA	0.135	0	0
Gm20.2	4gene	19	NA	0.286	0	0
Gm20.2	4gene	19	NA	0.327	0	0
Gm20.2	4gene	19	NA	0.423	0	0
Gm20.2	4gene	19	NA	0.598	0	0
Gm20.2	4gene	19	NA	0.525	0	0
Gm20.2	4gene	19	NA	0.584	0	0
Gm20.2	4gene	19	NA	0.47	0	0
Gm20.2	4gene	19	NA	0.464	0	0
Gm20.2	4gene	19	NA	0.52	0	0
Gm20.2	4gene	19	NA	0.391	0	0
Gm20.2	4gene	19	NA	0.219	0	0
Gm20.2	4gene	19	NA	0.391	0	0
Gm20.2	4gene	20	11.538	0.345	0	0
Gm20.2	4gene	20	28.263	0.432	0	0
Gm20.2	4gene	20	NA	0.176	0	0
Gm20.2	4gene	20	NA	0.231	0	0
Gm20.2	4gene	20	NA	0.272	0	0
Gm20.2	4gene	20	NA	0.315	0	0
Gm20.2	4gene	20	NA	0.438	0	0
Gm20.2	4gene	20	NA	0.486	0	0
Gm20.2	4gene	20	NA	0.743	0	0
Gm20.2	4gene	20	NA	0.353	0	0
Gm20.2	4gene	20	NA	0.982	0	0
Gm20.2	4gene	20	NA	0.588	0	0
Gm20.2	4gene	20	NA	0.505	0	0
Gm20.2	4gene	20	NA	0.708	0	0
Gm20.2	4gene	20	NA	0.53	0	0
Gm20.2	4gene	20	NA	0.195	0	0
Gm20.2	4gene	20	NA	0.547	0	0
Gm20.2	4gene	20	NA	0.302	0	0
Gm20.2	4gene	20	NA	0.199	0	0
Gm20.2	4gene	20	NA	0.446	0	0
Gm20.2	4gene	20	NA	0.209	0	0
Gm20.2	4gene	20	NA	0.178	0	0
Gm20.2	4gene	20	NA	0.122	0	0
Gm20.2	4gene	20	NA	0.173	0	0
Gm20.2	4gene	20	NA	0.171	0	0
Gm20.2	4gene	20	NA	0.114	0	0
Gm20.2	4gene	21	18.074	0.538	0	0
Gm20.2	4gene	21	26.115	0.373	0	0
Gm20.2	4gene	21	NA	0.649	0	0
Gm20.2	4gene	21	NA	0.533	0	0
Gm20.2	4gene	21	NA	0.507	0	0
Gm20.2	4gene	21	NA	0.302	0	0
Gm20.2	4gene	21	NA	0.335	0	0
Gm20.2	4gene	21	NA	0.258	0	0
Gm20.2	4gene	21	NA	0.185	0	0
Gm20.2	4gene	21	NA	0.369	0	0
Gm20.2	4gene	21	NA	0.395	0	0
Gm20.2	4gene	21	NA	0.302	0	0
Gm20.2	4gene	21	NA	0.33	0	0
Gm20.2	4gene	21	NA	0.367	0	0
Gm20.2	4gene	21	NA	0.266	0	0
Gm20.2	4gene	21	NA	0.354	0	0
Gm20.2	4gene	21	NA	0.156	0	0
Gm20.2	4gene	21	NA	0.573	0	0
Gm20.2	4gene	21	NA	0.268	0	0
Gm20.2	4gene	21	NA	0.251	0	0
Gm20.2	4gene	21	NA	0.702	0	0
Gm20.2	4gene	21	NA	0.42	0	0
Gm20.2	4gene	21	NA	0.294	0	0
Gm20.2	4gene	21	NA	0.315	0	0
Gm20.2	4gene	21	NA	0.552	0	0
Gm20.2	4gene	21	NA	0.44	0	0
Gm20.2	4gene	21	NA	0.369	0	0
Gm20.2	4gene	21	NA	0.287	0	0
Gm20.2	4gene	21	NA	0.178	0	0
Gm20.2	4gene	21	NA	0.092	0	0
Gm20.2	4gene	21	NA	0.197	0	0
Gm20.2	4gene	21	NA	0.174	0	0
Gm20.2	4gene	21	NA	0.244	0	0
Gm20.2	4gene	21	NA	0.514	0	0
Gm20.2	4gene	21	NA	0.252	0	0
Gm20.2	4gene	21	NA	0.232	0	0
Gm20.2	4gene	21	NA	0.233	0	0
Gm20.2	4gene	21	NA	0.4	0	0
Gm20.2	4gene	21	NA	0.316	0	0
Gm20.2	4gene	21	NA	0.441	0	0
Gm20.2	4gene	21	NA	0.355	0	0
Gm20.2	4gene	21	NA	0.179	0	0
Gm20.2	4gene	21	NA	0.482	0	0
Gm20.2	4gene	21	NA	0.239	0	0
Gm20.2	4gene	22	20.159	0.467	0	0
Gm20.2	4gene	22	24.779	0.454	0	0
Gm20.2	4gene	22	NA	0.179	0	0
Gm20.2	4gene	22	NA	0.397	0	0
Gm20.2	4gene	22	NA	0.152	0	0
Gm20.2	4gene	22	NA	0.515	0	0
Gm20.2	4gene	22	NA	0.17	0	0
Gm20.2	4gene	22	NA	0.27	0	0
Gm20.2	4gene	22	NA	0.225	0	0
Gm20.2	4gene	22	NA	0.288	0	0
Gm20.2	4gene	22	NA	0.244	0	0
Gm20.2	4gene	22	NA	0.219	0	0
Gm20.2	4gene	22	NA	0.294	0	0
Gm20.2	4gene	22	NA	0.262	0	0
Gm20.2	4gene	22	NA	0.411	0	0
Gm20.2	4gene	22	NA	0.471	0	0
Gm20.2	4gene	22	NA	0.461	0	0
Gm20.2	4gene	22	NA	0.513	0	0
Gm20.2	4gene	22	NA	0.34	0	0
Gm20.2	4gene	22	NA	0.19	0	0
Gm20.2	4gene	22	NA	0.371	0	0
Gm20.2	4gene	22	NA	0.156	0	0
Gm20.2	4gene	22	NA	0.108	0	0
Gm20.2	4gene	22	NA	0.161	0	0
Gm20.2	4gene	22	NA	0.401	0	0
Gm20.2	4gene	22	NA	0.207	0	0
Gm20.2	4gene	22	NA	0.224	0	0
Gm20.2	4gene	22	NA	0.147	0	0
Gm20.2	4gene	22	NA	0.305	0	0
Gm20.2	4gene	22	NA	0.32	0	0
Gm20.2	4gene	22	NA	0.248	0	0
Gm20.2	4gene	22	NA	0.441	0	0
Gm20.2	4gene	22	NA	0.288	0	0
Gm20.2	4gene	22	NA	0.411	0	0
Gm20.2	4gene	22	NA	0.423	0	0
Gm20.2	4gene	22	NA	0.244	0	0
Gm20.2	4gene	22	NA	0.192	0	0
Gm20.2	4gene	22	NA	0.235	0	0
Gm20.2	4gene	22	NA	0.205	0	0
Gm20.2	4gene	22	NA	0.217	0	0
Gm20.2	4gene	22	NA	0.302	0	0
Gm20.2	4gene	22	NA	0.194	0	0
Gm20.2	4gene	22	NA	0.514	0	0
Gm20.2	4gene	22	NA	0.522	0	0
Gm20.2	4gene	22	NA	0.666	0	0
Gm20.2	4gene	22	NA	0.181	0	0
Gm20.2	4gene	23	21.338	0.364	0	0
Gm20.2	4gene	23	21.002	0.561	0	0
Gm20.2	4gene	23	NA	0.62	0	0
Gm20.2	4gene	23	NA	0.197	0	0
Gm20.2	4gene	23	NA	0.172	0	0
Gm20.2	4gene	23	NA	0.315	0	0
Gm20.2	4gene	23	NA	0.32	0	0
Gm20.2	4gene	23	NA	0.359	0	0
Gm20.2	4gene	23	NA	0.311	0	0
Gm20.2	4gene	23	NA	0.304	0	0
Gm20.2	4gene	23	NA	0.223	0	0
Gm20.2	4gene	23	NA	0.361	0	0
Gm20.2	4gene	23	NA	0.535	0	0
Gm20.2	4gene	23	NA	0.178	0	0
Gm20.2	4gene	23	NA	0.657	0	0
Gm20.2	4gene	23	NA	0.386	0	0
Gm20.2	4gene	23	NA	0.321	0	0
Gm20.2	4gene	23	NA	0.147	0	0
Gm20.2	4gene	23	NA	0.103	0	0
Gm20.2	4gene	23	NA	0.161	0	0
Gm20.2	4gene	23	NA	0.145	0	0
Gm20.2	4gene	23	NA	0.149	0	0
